Cd Comite;Cd Etat;CD_STATION;Cd Type Pe;Code;Géométrie;Lb Comite;Lb Etat;Lb Type Pe;Necessaire;NID;NOM;Nombre d'enregistrements;Type;VID;lat;long
;;07972X0049/HY;;;;;;;;;;1;;;45,142549098;5,815364077
;;02291X0015/HY;;;;;;;;;;1;;;48,729553189;5,815519579
;;07972X0042/HY;;;;;;;;;;1;;;45,154659228;5,815614703
;;04095X0028/S;;;;;;;;;;1;;;47,747179031;5,816036583
;;05295X0032/P;;;;;;;;;;1;;;47,036568032;5,816269792
;;02675X0059/F2;;;;;;;;;;1;;;48,494042201;5,816310517
;;07251X0008/CPT;;;;;;;;;;1;;;45,618828389;5,816547124
;;07491X0014/CPT;;;;;;;;;;1;;;45,453221400;5,816764880
;;07251X0021/CPT;;;;;;;;;;1;;;45,725031141;5,818322602
;;02671X0020/HY;;;;;;;;;;1;;;48,501093331;5,821416416
;;03745X0010/SAEP;;;;;;;;;;1;;;47,943489840;5,821476166
;;09175X0004/HY;;;;;;;;;;1;;;44,156605496;5,821711028
;;07251X0019/CPT;;;;;;;;;;1;;;45,670204564;5,821962921
;;07732X0027/HY;;;;;;;;;;1;;;45,294819145;5,822106845
;;06771X0024/S055B;;;;;;;;;;1;;;46,011667952;5,822453822
;;07972X0047/HY;;;;;;;;;;1;;;45,139705567;5,823399227
;;10225X0065/HY;;;;;;;;;;1;;;43,378774523;5,823627649
;;02295X0019/HY;;;;;;;;;;1;;;48,663239758;5,823858847
;;02291X0037/HY;;;;;;;;;;1;;;48,705100848;5,824479072
;;10641X0559/F;;;;;;;;;;1;;;43,085593651;5,824772612
;;03031X0015/HY;;;;;;;;;;1;;;48,370096407;5,824927041
;;07491X0015/CPT;;;;;;;;;;1;;;45,465835677;5,828071979
;;08691X0011/SOU;;;;;;;;;;1;;;44,590319649;5,828524316
;;08935X0074/P;;;;;;;;;;1;;;44,287616293;5,828771945
;;02671X0010/HY;;;;;;;;;;1;;;48,564912115;5,830326010
;;07011X0109/SCE;;;;;;;;;;1;;;45,825368189;5,830627192
;;06531X0023/SCE815;;;;;;;;;;1;;;46,254154088;5,831129250
;;04415X0013/S;;;;;;;;;;1;;;47,613907797;5,831256691
;;09431X0010/HY;;;;;;;;;;1;;;44,062197925;5,831595707
;;06775X0022/P;;;;;;;;;;1;;;45,910584119;5,832691661
;;09436X0130/F;;;;;;;;;;1;;;43,922245080;5,833336464
;;07495X0022/HY;;;;;;;;;;1;;;45,389642627;5,833764645
;;07251X0024/CPT;;;;;;;;;;1;;;45,718285958;5,833774166
;;03031X0016/HY;;;;;;;;;;1;;;48,368506021;5,834149039
;;07731X0010/HY;;;;;;;;;;1;;;45,287060920;5,835520014
;;07015X0014/CPT;;;;;;;;;;1;;;45,791582775;5,835763434
;;09431X0019/HY;;;;;;;;;;1;;;44,027129113;5,836301208
;;07255X0027/CPT;;;;;;;;;;1;;;45,598449320;5,837152189
;;07972X0080/HY;;;;;;;;;;1;;;45,162652979;5,837646462
;;06775X0005/F;;;;;;;;;;1;;;45,951008209;5,838174148
;;06771X0023/S055A;;;;;;;;;;1;;;46,028570990;5,838387995
;;02671X0001/F;;;;;;;;;;1;;;48,522318689;5,840039898
;;07972X0081/HY;;;;;;;;;;1;;;45,174902433;5,840234820
;;05026X0063/P1;;;;;;;;;;1;;;47,164285243;5,840285421
;;06531X0022/SCE818;;;;;;;;;;1;;;46,219985385;5,841659350
;;02292X0040/F2;;;;;;;;;;1;;;48,781754793;5,841779515
;;07496X0007/38446A;;;;;;;;;;1;;;45,360139222;5,842071681
;;07491X0019/CPT;;;;;;;;;;1;;;45,526411437;5,843504651
;;07972X0044/HY;;;;;;;;;;1;;;45,181050830;5,844500317
;;05021X0043/S;;;;;;;;;;1;;;47,312797275;5,847556332
;;07016X0013/CPT;;;;;;;;;;1;;;45,809332380;5,847898881
;;09696X0033/HY;;;;;;;;;;1;;;43,792148553;5,847964039
;;06535X0007/HY;;;;;;;;;;1;;;46,137053640;5,847987193
;;07491X0020/CPT;;;;;;;;;;1;;;45,529731114;5,848391097
;;07972X0051/HY;;;;;;;;;;1;;;45,132329673;5,848451985
;;05022X0173/S;;;;;;;;;;1;;;47,361941161;5,848483780
;;07491X0017/CPT;;;;;;;;;;1;;;45,503615469;5,848912131
;;05022X0034/P;;;;;;;;;;1;;;47,301300027;5,849111937
;;02295X0124/F;;;;;;;;;;1;;;48,655867503;5,849259548
;;02672X0008/HY;;;;;;;;;;1;;;48,579390070;5,849789858
;;02295X0038/HY;;;;;;;;;;1;;;48,624366739;5,851074607
;;07491X0016/CPT;;;;;;;;;;1;;;45,500296635;5,852084357
;;05026X0080/F1;;;;;;;;;;1;;;47,165606572;5,852578250
;;07971X0057/38422M;;;;;;;;;;1;;;45,151773664;5,852853447
;;07012X0018/CPT;;;;;;;;;;1;;;45,788294770;5,853799611
;;07492X0042/CPT;;;;;;;;;;1;;;45,486035119;5,853951082
;;07012X0029/CPT;;;;;;;;;;1;;;45,862690454;5,854148575
;;07495X0020/HY;;;;;;;;;;1;;;45,411843093;5,854290431
;;05022X0008/P;;;;;;;;;;1;;;47,304507021;5,854576001
;;02671X0007/HY;;;;;;;;;;1;;;48,576036345;5,855497132
;;07972X0003/38334A;;;;;;;;;;1;;;45,188779853;5,856202411
;;04412X0030/S;;;;;;;;;;1;;;47,637566129;5,856362804
;;07012X0011/CPT;;;;;;;;;;1;;;45,894309600;5,857149929
;;08696X0006/SOU;;;;;;;;;;1;;;44,511340425;5,857759064
;;04092X0001/P1;;;;;;;;;;1;;;47,836183525;5,858957893
;;07492X0006/CPT;;;;;;;;;;1;;;45,476954358;5,860310568
;;07252X0032/CPT;;;;;;;;;;1;;;45,680111254;5,860931685
;;06536X0031/P;;;;;;;;;;1;;;46,094743341;5,861438938
;;08692X0025/P;;;;;;;;;;1;;;44,552010773;5,861998684
;;07972X0043/HY;;;;;;;;;;1;;;45,163423337;5,863875694
;;07972X0046/HY;;;;;;;;;;1;;;45,131256465;5,864216313
;;07492X0034/CPT;;;;;;;;;;1;;;45,533893039;5,865878666
;;05292X0014/P;;;;;;;;;;1;;;47,132006572;5,866130982
;;03036X0030/F;;;;;;;;;;1;;;48,276303088;5,867077029
;;07012X0030/CPT;;;;;;;;;;1;;;45,877351671;5,867152555
;;07255X0024/CPT;;;;;;;;;;1;;;45,615524300;5,867793176
;;02295X0044/HY;;;;;;;;;;1;;;48,599242095;5,868269557
;;09692X0060/P;;;;;;;;;;1;;;43,874329968;5,869171555
;;06536X0027/HY;;;;;;;;;;1;;;46,100825820;5,871189574
;;04722X0024/F;;;;;;;;;;1;;;47,475555680;5,871885031
;;07972X0039/HY;;;;;;;;;;1;;;45,176876989;5,873098930
;;07255X0023/CPT;;;;;;;;;;1;;;45,558499330;5,873729109
;;06776X0040/F;;;;;;;;;;1;;;46,009810599;5,874395934
;;07012X0013/CPT;;;;;;;;;;1;;;45,860596597;5,874487685
;;10456X0045/PUITS;;;;;;;;;;1;;;43,204345845;5,874918857
;;10226X0080/F;;;;;;;;;;1;;;43,370082176;5,874947177
;;07495X0003/HY;;;;;;;;;;1;;;45,403199300;5,875153463
;;09693X0027/SOU;;;;;;;;;;1;;;43,841761846;5,876354701
;;07256X0046/F1;;;;;;;;;;1;;;45,609981031;5,877461590
;;06776X0006/S274D;;;;;;;;;;1;;;45,936774473;5,878623941
;;07496X0026/CPT;;;;;;;;;;1;;;45,431699525;5,879114604
;;06536X0026/HY;;;;;;;;;;1;;;46,124307494;5,881382398
;;07495X0021/HY;;;;;;;;;;1;;;45,400816536;5,881452133
;;07252X0001/S;;;;;;;;;;1;;;45,707469571;5,881590615
;;07492X0033/CPT;;;;;;;;;;1;;;45,529242853;5,882006005
;;04726X0005/S;;;;;;;;;;1;;;47,382854269;5,882115339
;;04096X0008/S1;;;;;;;;;;1;;;47,765245960;5,883937018
;;02296X0014/P;;;;;;;;;;1;;;48,675063217;5,884184121
;;05026X0064/P1;;;;;;;;;;1;;;47,162063526;5,885254214
;;07496X0011/CPT;;;;;;;;;;1;;;45,404882759;5,885769397
;;09435X0016/HY;;;;;;;;;;1;;;44,035460561;5,886171285
;;06776X0027/S100A;;;;;;;;;;1;;;46,011350759;5,887151793
;;04726X0011/S;;;;;;;;;;1;;;47,400792609;5,887280551
;;06536X0033/209C;;;;;;;;;;1;;;46,127838656;5,888107181
;;02292X0009/HY;;;;;;;;;;1;;;48,742126926;5,888513930
;;02677X0045/HY;;;;;;;;;;1;;;48,469782056;5,888754108
;;02296X0013/PR2;;;;;;;;;;1;;;48,658831934;5,891974024
;;07016X0011/CPT;;;;;;;;;;1;;;45,737649180;5,892099056
;;08932X0032/SOU;;;;;;;;;;1;;;44,402934623;5,892728593
;;03746X0001/S;;;;;;;;;;1;;;47,881193357;5,893277000
;;09436X0040/P;;;;;;;;;;1;;;43,940009060;5,894922087
;;04412X0029/S;;;;;;;;;;1;;;47,664637372;5,896052739
;;07972X0061/HY;;;;;;;;;;1;;;45,139687353;5,897614947
;;02296X0079/F;;;;;;;;;;1;;;48,651610518;5,897786910
;;10222X0007/SOU;;;;;;;;;;1;;;43,535431217;5,898381037
;;05026X0056/P1;;;;;;;;;;1;;;47,181106984;5,898860195
;;07016X0019/SVO043;;;;;;;;;;1;;;45,802140494;5,899074510
;;04726X0015/S;;;;;;;;;;1;;;47,373036923;5,899617152
;;09436X0041/P;;;;;;;;;;1;;;43,950517380;5,900334163
;;02296X0150/P2;;;;;;;;;;1;;;48,658778214;5,900809723
;;04416X0020/S;;;;;;;;;;1;;;47,551148336;5,900937809
;;09436X0115/P;;;;;;;;;;1;;;43,939492959;5,901241275
;;07012X0031/S192A;;;;;;;;;;1;;;45,867625639;5,902804819
;;09172X0071/SOU;;;;;;;;;;1;;;44,197293277;5,903977245
;;03036X0011/P;;;;;;;;;;1;;;48,279505175;5,905082855
;;04412X0031/S;;;;;;;;;;1;;;47,692857882;5,906014199
;;10451X0067/HY;;;;;;;;;;1;;;43,335204328;5,906290686
;;10226X0048/HY;;;;;;;;;;1;;;43,372577825;5,906514982
;;07736X0072/HY;;;;;;;;;;1;;;45,218447258;5,906817697
;;09436X0141/F;;;;;;;;;;1;;;43,893462205;5,907526000
;;02292X0044/F3;;;;;;;;;;1;;;48,749918338;5,909466109
;;09436X0118/F;;;;;;;;;;1;;;43,919744041;5,909906620
;;07012X0025/S192D;;;;;;;;;;1;;;45,897625527;5,909959233
;;05026X0050/P;;;;;;;;;;1;;;47,192266375;5,911218971
;;09172X0090/SOU;;;;;;;;;;1;;;44,258662061;5,911754531
;;04092X0082/S;;;;;;;;;;1;;;47,802524276;5,912255909
;;05026X0059/P;;;;;;;;;;1;;;47,170491705;5,913600207
;;02296X0023/HY;;;;;;;;;;1;;;48,622381229;5,914149878
;;03746X0003/S;;;;;;;;;;1;;;47,896166143;5,914415518
;;04726X0023/S;;;;;;;;;;1;;;47,400507728;5,914822535
;;07253X0041/CPT;;;;;;;;;;1;;;45,648717813;5,915489739
;;07013X0011/F225A;;;;;;;;;;1;;;45,857646411;5,915521959
;;06776X0021/S078B;;;;;;;;;;1;;;45,984172910;5,917471635
;;07256X0015/S;;;;;;;;;;1;;;45,563836894;5,918174875
;;04093X0001/P1;;;;;;;;;;1;;;47,801014123;5,918585779
;;07016X0008/CPT;;;;;;;;;;1;;;45,788666442;5,919712728
;;03032X0006/HY;;;;;;;;;;1;;;48,391347071;5,920029780
;;07492X0014/CPT;;;;;;;;;;1;;;45,463171407;5,920461975
;;07736X0005/S;;;;;;;;;;1;;;45,167103417;5,920560036
;;02672X0018/F;;;;;;;;;;1;;;48,546085723;5,920859105
;;03033X0014/HY;;;;;;;;;;1;;;48,361387116;5,920951320
;;08692X0022/SOU;;;;;;;;;;1;;;44,599285652;5,921307572
;;07732X0051/38214C;;;;;;;;;;1;;;45,306744400;5,923560502
;;02677X0026/HY;;;;;;;;;;1;;;48,440760883;5,923576984
;;03032X0012/HY;;;;;;;;;;1;;;48,409020754;5,923809661
;;02672X0035/F;;;;;;;;;;1;;;48,512086515;5,924255072
;;08696X0002/HY;;;;;;;;;;1;;;44,492225890;5,924412063
;;02292X0041/F2;;;;;;;;;;1;;;48,743789964;5,926406788
;;02293X0003/S29;;;;;;;;;;1;;;48,773256130;5,931640151
;;09433X0073/P;;;;;;;;;;1;;;44,007061251;5,932429263
;;06777X0019/S178O;;;;;;;;;;1;;;45,968483391;5,934968854
;;07256X0038/F;;;;;;;;;;1;;;45,566459302;5,935048653
;;07253X0038/CPT;;;;;;;;;;1;;;45,667960686;5,936121002
;;07016X0009/CPT;;;;;;;;;;1;;;45,772825760;5,937132245
;;02293X0107/F;;;;;;;;;;1;;;48,684743570;5,937160686
;;08932X0013/HY;;;;;;;;;;1;;;44,380098836;5,937707444
;;06537X0011/308A;;;;;;;;;;1;;;46,144542322;5,937749995
;;06537X0014/F2;;;;;;;;;;1;;;46,141441457;5,938322144
;;07493X0085/CPT;;;;;;;;;;1;;;45,500474397;5,938719852
;;07253X0044/CPT;;;;;;;;;;1;;;45,633051758;5,940578994
;;07253X0037/CPT;;;;;;;;;;1;;;45,662661684;5,941132896
;;04417X0003/S;;;;;;;;;;1;;;47,548895095;5,941510371
;;06533X0034/288A;;;;;;;;;;1;;;46,177409639;5,942219858
;;07733X0024/HY;;;;;;;;;;1;;;45,361762432;5,942231726
;;06773X0022/S195B;;;;;;;;;;1;;;46,015874406;5,942706003
;;06777X0059/S075P;;;;;;;;;;1;;;45,980612652;5,942800262
;;07497X0008/HY;;;;;;;;;;1;;;45,370316153;5,943646842
;;07257X0073/CPT;;;;;;;;;;1;;;45,558210784;5,943665866
;;02293X0133/T;;;;;;;;;;1;;;48,695227350;5,944446249
;;07252X0036/CPT;;;;;;;;;;1;;;45,671765742;5,944855624
;;07497X0093/HY;;;;;;;;;;1;;;45,366731889;5,944920291
;;07257X0066/CPT;;;;;;;;;;1;;;45,626110794;5,945372921
;;06777X0029/S289C;;;;;;;;;;1;;;45,911808472;5,945465496
;;06777X0024/S231D;;;;;;;;;;1;;;45,931818441;5,946271824
;;07493X0079/CPT;;;;;;;;;;1;;;45,485960143;5,946600753
;;08937X0009/HY;;;;;;;;;;1;;;44,305513965;5,946716150
;;08933X0124/SOU;;;;;;;;;;1;;;44,446574828;5,946752919
;;10642X0212/HY;;;;;;;;;;1;;;43,163350679;5,948376274
;;01936X0006/S58;;;;;;;;;;1;;;48,790256674;5,948968798
;;07497X0077/HY;;;;;;;;;;1;;;45,384571154;5,950940275
;;07493X0080/CPT;;;;;;;;;;1;;;45,487509091;5,952043912
;;08696X0003/M;;;;;;;;;;1;;;44,516098106;5,952538811
;;07492X0022/CPT;;;;;;;;;;1;;;45,506463423;5,953722389
;;04723X0025/S;;;;;;;;;;1;;;47,499909817;5,954074450
;;07493X0086/CPT;;;;;;;;;;1;;;45,512648872;5,954699189
;;02293X0121/F;;;;;;;;;;1;;;48,757668148;5,955444584
;;03033X0023/HY;;;;;;;;;;1;;;48,392375408;5,955698629
;;09433X0157/PUITS;;;;;;;;;;1;;;44,037386176;5,956130186
;;09433X0155/HY;;;;;;;;;;1;;;44,093737455;5,956182254
;;06533X0054/91;;;;;;;;;;1;;;46,209808758;5,956634994
;;08693X0003/SOU;;;;;;;;;;1;;;44,597818121;5,958013043
;;02297X0066/P1;;;;;;;;;;1;;;48,645246751;5,958635468
;;04413X0002/CN;;;;;;;;;;1;;;47,713623322;5,959242380
;;07733X0037/HY;;;;;;;;;;1;;;45,303224341;5,959919046
;;10453X0292/HY;;;;;;;;;;1;;;43,308931151;5,960219179
;;04417X0001/S;;;;;;;;;;1;;;47,556972818;5,960344984
;;07493X0032/38075A;;;;;;;;;;1;;;45,448927160;5,960453105
;;03033X0024/HY;;;;;;;;;;1;;;48,383342812;5,961260530
;;02296X0021/HY;;;;;;;;;;1;;;48,627551776;5,962121048
;;09177X0041/P;;;;;;;;;;1;;;44,150723008;5,962219630
;;10642X0005/HY;;;;;;;;;;1;;;43,130817644;5,964157063
;;05823X0014/S;;;;;;;;;;1;;;46,720425112;5,964504022
;;09173X0026/HY;;;;;;;;;;1;;;44,254474652;5,965413536
;;07253X0014/CPT;;;;;;;;;;1;;;45,703446301;5,965779363
;;06772X0034/075Z;;;;;;;;;;1;;;45,994176945;5,966555618
;;10223X0038/FEX1;;;;;;;;;;1;;;43,500860915;5,966585569
;;06777X0031/231Z;;;;;;;;;;1;;;45,930030532;5,966997516
;;06537X0097/P00987;;;;;;;;;;1;;;46,149941224;5,967143133
;;02677X0031/HY;;;;;;;;;;1;;;48,443561090;5,967688661
;;07257X0077/CPT;;;;;;;;;;1;;;45,593106167;5,967973289
;;06777X0067/S075B;;;;;;;;;;1;;;45,989091635;5,968162079
;;07253X0033/CPT;;;;;;;;;;1;;;45,677117757;5,968842808
;;07258X0017/CPT;;;;;;;;;;1;;;45,650237396;5,972250883
;;10453X0232/FEX1;;;;;;;;;;1;;;43,331644254;5,972298707
;;04417X0020/S;;;;;;;;;;1;;;47,613059756;5,973795513
;;02296X0022/HY;;;;;;;;;;1;;;48,639415441;5,975725418
;;04723X0010/S;;;;;;;;;;1;;;47,507608035;5,976503275
;;02293X0014/P;;;;;;;;;;1;;;48,712349959;5,977207563
;;07253X0022/CPT;;;;;;;;;;1;;;45,676903879;5,977566063
;;06773X0038/S184D;;;;;;;;;;1;;;46,040609845;5,977980543
;;01637X0042/HY;;;;;;;;;;1;;;48,994337678;5,978987154
;;06533X0077/SCE;;;;;;;;;;1;;;46,227697196;5,979105140
;;07733X0025/HY;;;;;;;;;;1;;;45,342419555;5,979326589
;;05023X0062/P5;;;;;;;;;;1;;;47,321408169;5,979604640
;;07017X0046/CPT;;;;;;;;;;1;;;45,785451980;5,979651826
;;03033X0017/HY;;;;;;;;;;1;;;48,389677442;5,980708790
;;01633X0021/HY;;;;;;;;;;1;;;49,067594155;5,982401738
;;07017X0034/S054B;;;;;;;;;;1;;;45,773787511;5,982616389
;;07017X0017/CPT;;;;;;;;;;1;;;45,740815506;5,982910731
;;07737X0001/HY;;;;;;;;;;1;;;45,247956899;5,984167051
;;09967X0012/HY;;;;;;;;;;1;;;43,582570746;5,985130792
;;10227X0174/HY;;;;;;;;;;1;;;43,403246253;5,985655481
;;02297X0067/P2;;;;;;;;;;1;;;48,652283585;5,987196406
;;07013X0027/161C;;;;;;;;;;1;;;45,877396621;5,990250239
;;02677X0023/HY;;;;;;;;;;1;;;48,422815191;5,990586811
;;07017X0035/S054C;;;;;;;;;;1;;;45,786171802;5,990950903
;;06777X0051/S179C;;;;;;;;;;1;;;45,984948905;5,991253520
;;04723X0013/S;;;;;;;;;;1;;;47,441601392;5,991305354
;;06283X0022/F2;;;;;;;;;;1;;;46,370841263;5,991360374
;;07017X0039/S233C;;;;;;;;;;1;;;45,817862141;5,991931728
;;07253X0012/CPT;;;;;;;;;;1;;;45,686304825;5,993152039
;;04727X0019/S;;;;;;;;;;1;;;47,348336958;5,993231877
;;07257X0068/CPT;;;;;;;;;;1;;;45,546308846;5,994168280
;;07257X0054/CPT;;;;;;;;;;1;;;45,592970103;5,994477774
;;07497X0004/F;;;;;;;;;;1;;;45,388429886;5,994807451
;;01937X0004/F;;;;;;;;;;1;;;48,786520469;5,994842456
;;07017X0038/S142A;;;;;;;;;;1;;;45,795964308;5,995025968
;;04723X0009/S;;;;;;;;;;1;;;47,516691370;5,995474146
;;04093X0021/F1;;;;;;;;;;1;;;47,810823200;5,997041208
;;01637X0013/HY;;;;;;;;;;1;;;48,999083726;5,998741613
;;06773X0025/S257A;;;;;;;;;;1;;;46,003932466;5,999406548
;;04727X0011/S;;;;;;;;;;1;;;47,410033913;5,999850037
;;07257X0056/CPT;;;;;;;;;;1;;;45,586356757;6,000382134
;;04727X0030/S;;;;;;;;;;1;;;47,344374112;6,001641312
;;10227X0163/111111;;;;;;;;;;1;;;43,379485242;6,002279721
;;07497X0087/HY;;;;;;;;;;1;;;45,445670215;6,002406864
;;09438X0003/SOU;;;;;;;;;;1;;;43,906675876;6,002921199
;;04417X0017/F;;;;;;;;;;1;;;47,569534075;6,002966553
;;04727X0034/S;;;;;;;;;;1;;;47,346624512;6,003576704
;;02293X0009/P;;;;;;;;;;1;;;48,740981696;6,003833098
;;01633X0022/SCE;;;;;;;;;;1;;;49,045753809;6,003967423
;;07493X0073/CPT;;;;;;;;;;1;;;45,529995086;6,004794577
;;06773X0029/S168C;;;;;;;;;;1;;;46,028699065;6,005285250
;;05823X0015/S;;;;;;;;;;1;;;46,802078143;6,007938466
;;06284X1001/HY;;;;;;;;;;1;;;46,327603318;6,008288748
;;06284X1014/D;;;;;;;;;;1;;;46,343946301;6,008515190
;;01634X0028/P1;;;;;;;;;;1;;;49,109376762;6,009248592
;;10644X0070/F;;;;;;;;;;1;;;43,121197163;6,010452438
;;09967X0022/HY;;;;;;;;;;1;;;43,573643876;6,010780399
;;07253X0011/CPT;;;;;;;;;;1;;;45,707295290;6,011816823
;;07733X0030/HY;;;;;;;;;;1;;;45,367649788;6,012336531
;;04097X0007/P1;;;;;;;;;;1;;;47,777837699;6,012410076
;;06778X0085/S272B;;;;;;;;;;1;;;45,942930590;6,012491012
;;09693X0011/P;;;;;;;;;;1;;;43,893436177;6,012645065
;;10453X0291/FEX1;;;;;;;;;;1;;;43,296080293;6,014070774
;;07017X0024/CPT;;;;;;;;;;1;;;45,722572708;6,015405030
;;04098X0084/P;;;;;;;;;;1;;;47,720548245;6,015538415
;;02297X0013/HY;;;;;;;;;;1;;;48,632466219;6,016326594
;;06777X0042/S272C;;;;;;;;;;1;;;45,958501849;6,016727896
;;07017X0023/CPT;;;;;;;;;;1;;;45,724371488;6,016902589
;;06777X0041/S292B;;;;;;;;;;1;;;45,908492388;6,017514624
;;08938X0022/HY;;;;;;;;;;1;;;44,310999476;6,017665259
;;01638X0028/HY;;;;;;;;;;1;;;49,035282904;6,017966961
;;01933X0045/HY;;;;;;;;;;1;;;48,909553160;6,019329271
;;03034X0027/HY;;;;;;;;;;1;;;48,420459135;6,020172785
;;10644X0071/F;;;;;;;;;;1;;;43,108268422;6,021378758
;;04727X0014/S;;;;;;;;;;1;;;47,389108660;6,021616563
;;09438X0013/F;;;;;;;;;;1;;;43,991353672;6,022851296
;;10235X0211/F7;;;;;;;;;;1;;;43,401930818;6,023538774
;;02673X0021/HY;;;;;;;;;;1;;;48,550382111;6,023547223
;;08933X0092/P;;;;;;;;;;1;;;44,425614814;6,023597910
;;04098X0059/F;;;;;;;;;;1;;;47,759871778;6,023881005
;;01637X0019/HY;;;;;;;;;;1;;;49,028848631;6,023948378
;;06773X0030/S066A;;;;;;;;;;1;;;46,055473387;6,024906525
;;09967X0021/F;;;;;;;;;;1;;;43,621011769;6,026333171
;;10454X0082/111111;;;;;;;;;;1;;;43,348619181;6,026562488
;;01638X0001/F1;;;;;;;;;;1;;;48,975881414;6,027091028
;;06284X1015/A;;;;;;;;;;1;;;46,368972396;6,027273852
;;04727X0013/S;;;;;;;;;;1;;;47,396467801;6,027302892
;;06288X0078/354B;;;;;;;;;;1;;;46,246236704;6,028559806
;;02674X0021/HY;;;;;;;;;;1;;;48,571477564;6,029921285
;;07013X0012/S002A;;;;;;;;;;1;;;45,823119169;6,030743721
;;02673X0017/HY;;;;;;;;;;1;;;48,547663579;6,030777785
;;06773X0027/S168A;;;;;;;;;;1;;;46,013531647;6,031062832
;;01637X0026/HY;;;;;;;;;;1;;;48,995711453;6,031169860
;;04418X0013/S;;;;;;;;;;1;;;47,535310471;6,032344179
;;03034X0025/HY;;;;;;;;;;1;;;48,407750175;6,032402721
;;07014X0031/F067A;;;;;;;;;;1;;;45,872534290;6,033084847
;;07498X0050/HY;;;;;;;;;;1;;;45,423706516;6,034689983
;;01638X0040/F;;;;;;;;;;1;;;49,031073662;6,034755192
;;07254X0020/CPT;;;;;;;;;;1;;;45,661227686;6,035089531
;;01638X0238/P1;;;;;;;;;;1;;;48,960613404;6,035436493
;;01638X0207/P1;;;;;;;;;;1;;;48,983617452;6,036106512
;;07018X0095/S0974;;;;;;;;;;1;;;45,758432812;6,038880763
;;06284X0004/S;;;;;;;;;;1;;;46,404905267;6,039376309
;;07258X0043/CPT;;;;;;;;;;1;;;45,522147209;6,039956935
;;07018X0098/S097D;;;;;;;;;;1;;;45,762573845;6,040436706
;;04094X0007/S;;;;;;;;;;1;;;47,834035444;6,041767710
;;10454X0089/F2;;;;;;;;;;1;;;43,323338839;6,042479119
;;04098X0025/S1;;;;;;;;;;1;;;47,712569169;6,042627262
;;04418X0023/CN;;;;;;;;;;1;;;47,580457151;6,042785405
;;02298X0112/SOURCE;;;;;;;;;;1;;;48,644552626;6,042792818
;;03034X0008/HY;;;;;;;;;;1;;;48,402235604;6,044441682
;;09433X0092/P;;;;;;;;;;1;;;44,100595881;6,045545712
;;07254X0021/CPT;;;;;;;;;;1;;;45,666765231;6,045884117
;;09438X0006/HY;;;;;;;;;;1;;;43,915199035;6,046160199
;;04418X0007/S;;;;;;;;;;1;;;47,553788345;6,046203203
;;06288X0073/HY;;;;;;;;;;1;;;46,273938036;6,046272415
;;10453X0211/SOU;;;;;;;;;;1;;;43,281409322;6,048113702
;;08938X0021/HY;;;;;;;;;;1;;;44,319436294;6,049666085
;;06288X0080/F6;;;;;;;;;;1;;;46,319018360;6,050247343
;;01638X0221/HY;;;;;;;;;;1;;;48,972605276;6,050331643
;;02298X0021/HY;;;;;;;;;;1;;;48,634085421;6,050663834
;;08698X0090/P;;;;;;;;;;1;;;44,446429048;6,051532916
;;07018X0112/S138A;;;;;;;;;;1;;;45,782649023;6,051552251
;;07258X0024/CPT;;;;;;;;;;1;;;45,570158222;6,051740818
;;01638X0031/F;;;;;;;;;;1;;;49,065375922;6,051945393
;;03034X0030/HY;;;;;;;;;;1;;;48,395283154;6,052886274
;;09694X0003/P;;;;;;;;;;1;;;43,904262049;6,053605875
;;06288X0075/153A;;;;;;;;;;1;;;46,315486008;6,053777783
;;03034X0015/HY;;;;;;;;;;1;;;48,422660044;6,054312949
;;01634X0214/F1;;;;;;;;;;1;;;49,115828019;6,054404641
;;04724X0016/S;;;;;;;;;;1;;;47,467087410;6,054754369
;;01638X0201/F;;;;;;;;;;1;;;49,028556819;6,054892475
;;10648X0132/F;;;;;;;;;;1;;;43,107721599;6,055121235
;;07258X0034/CPT;;;;;;;;;;1;;;45,585247348;6,055767768
;;09178X0005/HY;;;;;;;;;;1;;;44,123360278;6,055798327
;;01638X0033/F1;;;;;;;;;;1;;;49,033083181;6,057113224
;;07498X0059/HY;;;;;;;;;;1;;;45,436526308;6,057502912
;;07014X0004/S268A;;;;;;;;;;1;;;45,849791741;6,058167399
;;07258X0013/CPT;;;;;;;;;;1;;;45,607179391;6,058800423
;;06288X0089/F;;;;;;;;;;1;;;46,310965133;6,058951100
;;04094X0002/S;;;;;;;;;;1;;;47,812392387;6,059800005
;;02294X0015/F;;;;;;;;;;1;;;48,751492894;6,060550720
;;07258X0032/CPT;;;;;;;;;;1;;;45,582653584;6,061508846
;;06288X0106/P00945;;;;;;;;;;1;;;46,314554021;6,061756076
;;06288X0105/P00946;;;;;;;;;;1;;;46,323720944;6,061850707
;;06288X0072/O71A;;;;;;;;;;1;;;46,317871355;6,062177464
;;06288X0076/153C;;;;;;;;;;1;;;46,303073204;6,062291769
;;09438X0004/HY;;;;;;;;;;1;;;43,980951979;6,062830077
;;02298X0130/P2;;;;;;;;;;1;;;48,622959275;6,063198046
;;04724X0018/S;;;;;;;;;;1;;;47,435379819;6,064286242
;;01634X0139/F;;;;;;;;;;1;;;49,061499146;6,064968003
;;06288X0079/N5;;;;;;;;;;1;;;46,337499865;6,066100905
