Cd Comite;Cd Etat;CD_STATION;Cd Type Pe;Code;Géométrie;Lb Comite;Lb Etat;Lb Type Pe;Necessaire;NID;NOM;Nombre d'enregistrements;Type;VID;lat;long
FR000005;3EL;07596X0010/F;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,215146197;0,856747159
FR000005;3EL;07117X0001/HY;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,549054525;0,879986308
FR000005;3EL;07597X0007/A25;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,197203103;0,886541973
FR000005;3EL;07113X0045/HY;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,654151526;0,890598421
FR000005;3EL;07597X0006/F;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,272101014;0,966908764
FR000005;3EL;07361X0004/S;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,474992411;1,040252733
FR000005;3EL;07361X0002/HY;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,519728256;1,049242589
FR000005;3EL;07361X0014/HY;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,485957492;1,079840678
FR000005;3EL;07125X0036/HY;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,637140706;1,150240793
FR000005;3EL;07122X0003/HY;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,590134967;1,159277807
FR000005;3EL;07125X0033/HY;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,635322816;1,163686146
FR000005;3EL;07122X0025/HY;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,651682098;1,178291965
FR000005;3EL;07122X0018/S;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,649323617;1,212410493
FR000005;3EL;07126X0003/111111;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,564520994;1,233323524
FR000005;3EL;07128X0023/HY;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,541533955;1,352506865
FR000005;3EL;07135X0008/HY;1;SAGE05018;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59075;Isle - Dronne;1;sage;140670;45,596207034;1,433361457
FR000005;3EL;08271X0256/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,711378987;-0,670114179
FR000005;3EL;08276X0006/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,720969784;-0,628005034
FR000005;3EL;08276X0001/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,644425532;-0,595540236
FR000005;3EL;08276X0067/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,641347211;-0,593368972
FR000005;3EL;08276X0090/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,617592683;-0,589366839
FR000005;3EL;08272X0136/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,742810218;-0,587169905
FR000005;3EL;08272X0391/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,752365000;-0,578750275
FR000005;3EL;08277X0155/F1;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,707976168;-0,547973674
FR000005;3EL;08277X0170/MARSAL;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,677217103;-0,546196905
FR000005;3EL;08272X0393/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,728368145;-0,543688272
FR000005;3EL;08277X0016/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,721311852;-0,532442351
FR000005;3EL;08277X0153/F1;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,699896580;-0,511583279
FR000005;3EL;08277X0166/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,691166688;-0,511516674
FR000005;3EL;08277X0164/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,710979732;-0,509904257
FR000005;3EL;08273X0285/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,781679161;-0,506000507
FR000005;3EL;08273X0272/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,754399605;-0,505492609
FR000005;3EL;08277X0159/F1;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,692981546;-0,505148942
FR000005;3EL;08273X0288/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,771122370;-0,504057713
FR000005;3EL;08277X0157/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,681166947;-0,503546769
FR000005;3EL;08277X0152/F1;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,670370803;-0,497783182
FR000005;3EL;08277X0215/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,703535491;-0,496438528
FR000005;3EL;08277X0162/F1;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,667377964;-0,495318123
FR000005;3EL;08277X0223/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,643688243;-0,476842475
FR000005;3EL;08277X0002/S;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,681934668;-0,475850011
FR000005;3EL;08278X0112/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,725004047;-0,441087305
FR000005;3EL;08278X0186/F3;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,720618273;-0,439101860
FR000005;3EL;08278X0135/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,689101538;-0,409069065
FR000005;3EL;08281X0020/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,739801851;-0,372973728
FR000005;3EL;08285X0023/P;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,671286496;-0,366752576
FR000005;3EL;08285X0016/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,648182926;-0,358355313
FR000005;3EL;08285X0012/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,682112865;-0,357923928
FR000005;3EL;08521X0049/HY;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,599848137;-0,347550150
FR000005;3EL;08285X0029/F1;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,674670675;-0,344134422
FR000005;3EL;08521X0238/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,623939814;-0,343537900
FR000005;3EL;08521X0200/F4;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,634522172;-0,318676854
FR000005;3EL;08285X0036/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,665385138;-0,303909052
FR000005;3EL;08521X0024/P1;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,599997075;-0,298208579
FR000005;3EL;08521X0239/FSYND;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,600901398;-0,293851119
FR000005;3EL;08521X0231/P2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,591571099;-0,289149306
FR000005;3EL;08282X0029/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,720489869;-0,282526032
FR000005;3EL;08285X0024/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,661728576;-0,282514942
FR000005;3EL;08526X0005/HY;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,545876940;-0,223750921
FR000005;3EL;08522X0024/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,569626604;-0,220925096
FR000005;3EL;08762X0019/SERRE;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,425683327;-0,214562241
FR000005;3EL;08526X0052/SIRAN;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,468235328;-0,206699705
FR000005;3EL;08523X0094/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,565242184;-0,197927830
FR000005;3EL;08762X0018/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,444381953;-0,192347997
FR000005;3EL;08763X0016/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,469521741;-0,184538395
FR000005;3EL;08763X0017/F3;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,453995251;-0,166101156
FR000005;3EL;08523X0095/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,568929538;-0,150826427
FR000005;3EL;08528X0067/SOURCE;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,525916525;-0,117752643
FR000005;3EL;08524X0046/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,568548692;-0,061308700
FR000005;3EL;08524X0109/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,576468450;-0,037589500
FR000005;3EL;08531X0002/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,569284282;0,025079913
FR000005;3EL;08531X0009/F2;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,564975941;0,044979519
FR000005;3EL;08535X0020/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,485302787;0,079931869
FR000005;3EL;08536X0133/P4;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,498334640;0,159082343
FR000005;3EL;08536X0017/F1;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,484807623;0,190983459
FR000005;3EL;09013X0003/HY;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,262513593;0,214409859
FR000005;3EL;08537X0001/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,488085310;0,228211385
FR000005;3EL;08773X0011/F;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,397311066;0,239331213
FR000005;3EL;09013X0004/HY;1;SAGE05009;POLYGON;Adour-Garonne;Élaboration;Périmètre à dominante eau de surface;1;59182;Vallée de la Garonne;1;sage;134390;44,221239342;0,283352910
